ReqID,TestId,RunID,RunStatus,RunCycle,RegWt,ModuleQuality,ModuleCriticality
11,19798,210436,0,5,0,1,2
11,19798,215449,0,6,0,1,2
11,19798,226576,0,7,0,1,2
11,19799,184743,0,1,0,1,2
11,19799,190404,0,2,0,1,2
11,19799,198749,0,3,0,1,2
11,19799,204181,0,4,0,1,2
11,19799,210432,0,5,0,1,2
11,19799,215446,0,6,0,1,2
11,19799,226573,0,7,0,1,2
11,19800,184745,0,1,0,1,2
11,19800,190406,0,2,0,1,2
11,19800,198751,0,3,0,1,2
11,19800,204183,0,4,0,1,2
11,19800,210435,0,5,0,1,2
11,19800,215448,0,6,0,1,2
11,19800,226575,0,7,0,1,2
11,19801,184742,0,1,0,1,2
11,19801,190403,0,2,0,1,2
11,19801,198748,0,3,0,1,2
11,19801,204180,0,4,0,1,2
11,19801,210431,0,5,0,1,2
11,19801,215445,0,6,0,1,2
11,19801,226572,0,7,0,1,2
11,19802,184746,0,1,0,1,2
11,19802,190407,0,2,0,1,2
11,19802,198752,0,3,0,1,2
11,19802,204185,0,4,0,1,2
11,19802,210439,0,5,0,1,2
11,19802,215452,0,6,0,1,2
11,19802,226578,0,7,0,1,2
11,19803,187080,0,1,0,1,2
11,19803,205775,1,2,4,1,2
11,19803,215444,1,3,8,1,2
9,19809,187766,0,1,0,1,2
9,19809,190334,0,2,0,1,2
9,19809,197253,0,3,0,1,2
9,19809,204161,0,4,0,1,2
9,19809,211046,0,5,0,1,2
9,19809,215546,0,6,0,1,2
9,19809,226621,0,7,0,1,2
9,19811,184792,0,1,0,1,2
9,19811,190333,0,2,0,1,2
9,19811,197252,0,3,0,1,2
9,19811,204160,0,4,0,1,2
9,19811,211045,0,5,0,1,2
9,19811,215545,0,6,0,1,2
