RegWt,ReqSize,ReqQuality,Result
291824,3,3,0
18224,3,3,0
8496,3,3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11744,3,3,0
2820,3,3,0
404450922,3,3,0
86834,3,3,0
12626328,3,3,0
25252658,3,3,0
0,0,0,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
512,3,3,0
512,3,3,0
747498,3,3,0
3080,3,3,0
12936,3,3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
930812,3,3,0
14796,3,3,0
10692,3,3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,0,0,0
0,1,1,0
0,1,1,0
0,0,0,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
1511552,3,3,0
24902870,3,3,0
12451424,3,3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,0,0,0
0,0,0,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,2,1,0
0,2,1,0
0,2,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
16,1,3,0
16,1,3,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,1,3,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
2,3,3,0
2,3,3,0
2,3,3,0
2,3,3,0
2,3,3,0
2,3,3,0
1264,3,3,0
1264,3,3,0
1264,3,3,0
1264,3,3,0
1264,3,3,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1536,2,3,0
64,2,3,0
64,2,3,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,0,0,0
0,1,1,0
0,0,0,0
0,0,0,0
512,1,3,0
512,1,3,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,1,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
64,3,1,0
64,3,1,0
24,3,1,0
24,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
2,2,3,0
2,2,3,0
2,2,3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
16,1,3,0
0,1,1,0
0,1,1,0
0,2,1,0
0,2,1,0
0,2,1,0
2,3,3,0
2,3,3,0
2,3,3,0
2,3,3,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,2,1,0
0,2,1,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,0,0,0
0,1,1,0
0,1,1,0
0,1,1,0
0,0,0,0
0,1,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
1024,3,1,0
1024,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,1,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,2,0
32,3,2,0
32,3,2,0
0,3,2,0
2,3,2,0
0,3,2,0
0,3,2,0
0,3,2,0
0,3,2,0
0,3,2,0
34,3,2,0
2,3,2,0
2,3,2,0
2,3,2,0
2,3,2,0
0,3,2,0
0,0,0,0
0,0,0,0
0,1,1,0
0,2,1,0
0,2,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,1,3,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,3,0
0,3,1,0
0,3,1,0
0,3,1,0
32,3,1,0
32,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,3,0
0,3,3,0
0,3,3,0
480,3,3,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,0,0,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,0,0,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,1,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
16,3,1,0
16,3,1,0
16,3,1,0
16,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,3,1,0
0,3,1,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
144,3,1,0
144,3,1,0
144,3,1,0
0,0,0,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
8,3,1,0
8,3,1,0
8,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,3,1,0
0,3,1,0
2,3,1,0
0,0,0,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
64,3,1,0
64,3,1,0
64,3,1,0
64,3,1,0
64,3,1,0
0,0,0,0
16,3,1,0
16,3,1,0
16,3,1,0
16,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
16,3,1,0
16,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,0,0,0
0,3,1,0
0,3,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,1,1,0
0,3,3,0
0,3,3,0
0,3,3,0
0,3,3,0
0,3,3,0
0,3,3,0
0,3,3,0
0,3,3,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,2,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,3,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,1,1,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
16,3,2,0
16,3,2,0
16,3,2,0
16,3,2,0
0,3,2,0
